cell_type,flow,flow_drop,reachable_pairs,pairs_lost,intact_flow,intact_reachable_pairs
CB1201,10647,0,237405,0,10647,237405
CB1202,10647,0,237405,0,10647,237405
CB1205,10647,0,237405,0,10647,237405
CB1206,10647,0,237405,0,10647,237405
CB1207_a,10647,0,237405,0,10647,237405
CB1207_b,10647,0,237405,0,10647,237405
CB1212,10647,0,237405,0,10647,237405
CB1219,10647,0,237405,0,10647,237405
CB1220,10647,0,237405,0,10647,237405
CB1227,10647,0,237405,0,10647,237405
CB1237,10647,0,237405,0,10647,237405
CB1238,10647,0,237405,0,10647,237405
CB1241,10647,0,237405,0,10647,237405
CB1242,10647,0,237405,0,10647,237405
CB1246,10647,0,237405,0,10647,237405
CB1247,10647,0,237405,0,10647,237405
CB1249,10647,0,237405,0,10647,237405
CB1252,10647,0,237405,0,10647,237405
CB1255,10647,0,237405,0,10647,237405
CB1260,10647,0,237405,0,10647,237405
CB1263,10647,0,237405,0,10647,237405
CB1268,10647,0,237405,0,10647,237405
CB1269,10647,0,237405,0,10647,237405
CB1274,10647,0,237405,0,10647,237405
CB1275,10647,0,237405,0,10647,237405
CB1276,10647,0,237405,0,10647,237405
CB1281,10647,0,237405,0,10647,237405
CB1286,10647,0,237405,0,10647,237405
CB1287,10647,0,237405,0,10647,237405
CB1287_b,10647,0,237405,0,10647,237405
CB1287_c,10647,0,237405,0,10647,237405
CB1289,10647,0,237405,0,10647,237405
CB1299,10647,0,237405,0,10647,237405
CB1300,10647,0,237405,0,10647,237405
CB1301,10647,0,237405,0,10647,237405
CB1302,10647,0,237405,0,10647,237405
CB1308,10647,0,237405,0,10647,237405
CB1309,10647,0,237405,0,10647,237405
CB1312,10647,0,237405,0,10647,237405
CB1314,10647,0,237405,0,10647,237405
CB1316,10647,0,237405,0,10647,237405
CB1322,10647,0,237405,0,10647,237405
CB1326,10647,0,237405,0,10647,237405
CB1330,10647,0,237405,0,10647,237405
CB1333,10647,0,237405,0,10647,237405
CB1337,10647,0,237405,0,10647,237405
CB1339,10647,0,237405,0,10647,237405
CB1340,10647,0,237405,0,10647,237405
CB1346,10647,0,237405,0,10647,237405
CB1348,10647,0,237405,0,10647,237405
CB1352,10647,0,237405,0,10647,237405
CB1353,10647,0,237405,0,10647,237405
CB1359,10647,0,237405,0,10647,237405
CB1361,10647,0,237405,0,10647,237405
CB1365,10647,0,237405,0,10647,237405
CB1368,10647,0,237405,0,10647,237405
CB1374,10647,0,237405,0,10647,237405
CB1379,10647,0,237405,0,10647,237405
CB1384,10647,0,237405,0,10647,237405
CB1387,10647,0,237405,0,10647,237405
CB1389,10647,0,237405,0,10647,237405
CB1391,10647,0,237405,0,10647,237405
CB1392,10647,0,237405,0,10647,237405
CB1396,10647,0,237405,0,10647,237405
CB1403,10647,0,237405,0,10647,237405
CB1405,10647,0,237405,0,10647,237405
CB1406,10647,0,237405,0,10647,237405
CB1412,10647,0,237405,0,10647,237405
CB1413,10647,0,237405,0,10647,237405
CB1417,10647,0,237405,0,10647,237405
CB1418,10647,0,237405,0,10647,237405
CB1421,10647,0,237405,0,10647,237405
CB1428,10647,0,237405,0,10647,237405
CB1432,10647,0,237405,0,10647,237405
CB1434,10647,0,237405,0,10647,237405
CB1442,10647,0,237405,0,10647,237405
CB1447,10647,0,237405,0,10647,237405
CB1448,10647,0,237405,0,10647,237405
CB1454,10647,0,237405,0,10647,237405
CB1456,10647,0,237405,0,10647,237405
CB1457,10647,0,237405,0,10647,237405
CB1458,10647,0,237405,0,10647,237405
CB1460,10647,0,237405,0,10647,237405
CB1463,10647,0,237405,0,10647,237405
CB1467,10647,0,237405,0,10647,237405
CB1477,10647,0,237405,0,10647,237405
CB1478,10647,0,237405,0,10647,237405
CB1483,10647,0,237405,0,10647,237405
CB1487,10647,0,237405,0,10647,237405
CB1498,10647,0,237405,0,10647,237405
CB1500,10647,0,237405,0,10647,237405
CB1502,10647,0,237405,0,10647,237405
CB1503,10647,0,237405,0,10647,237405
CB1504,10647,0,237405,0,10647,237405
CB1509,10647,0,237405,0,10647,237405
CB1510,10647,0,237405,0,10647,237405
CB1513,10647,0,237405,0,10647,237405
CB1523,10647,0,237405,0,10647,237405
CB1527,10647,0,237405,0,10647,237405
CB1529,10647,0,237405,0,10647,237405
CB1532,10647,0,237405,0,10647,237405
CB1533,10647,0,237405,0,10647,237405
CB1534,10647,0,237405,0,10647,237405
CB1537,10647,0,237405,0,10647,237405
CB1547,10647,0,237405,0,10647,237405
CB1548,10647,0,237405,0,10647,237405
CB1549,10647,0,237405,0,10647,237405
CB1550,10647,0,237405,0,10647,237405
CB1551,10647,0,237405,0,10647,237405
CB1554,10647,0,237405,0,10647,237405
CB1556,10647,0,237405,0,10647,237405
CB1557,10647,0,237405,0,10647,237405
CB1560,10647,0,237405,0,10647,237405
CB1562,10647,0,237405,0,10647,237405
CB1564,10647,0,237405,0,10647,237405
CB1565,10647,0,237405,0,10647,237405
CB1570,10647,0,237405,0,10647,237405
CB1573,10647,0,237405,0,10647,237405
CB1574,10647,0,237405,0,10647,237405
CB1575,10647,0,237405,0,10647,237405
CB1576,10647,0,237405,0,10647,237405
CB1577,10647,0,237405,0,10647,237405
CB1590,10647,0,237405,0,10647,237405
CB1595,10647,0,237405,0,10647,237405
CB1599,10647,0,237405,0,10647,237405
CB1603,10647,0,237405,0,10647,237405
CB1604,10647,0,237405,0,10647,237405
CB1607,10647,0,237405,0,10647,237405
CB1608,10647,0,237405,0,10647,237405
CB1610,10647,0,237405,0,10647,237405
CB1613,10647,0,237405,0,10647,237405
CB1617,10647,0,237405,0,10647,237405
CB1619,10647,0,237405,0,10647,237405
CB1625,10647,0,237405,0,10647,237405
CB1626,10647,0,237405,0,10647,237405
CB1627,10647,0,237405,0,10647,237405
CB1628,10647,0,237405,0,10647,237405
CB1629,10647,0,237405,0,10647,237405
CB1632,10647,0,237405,0,10647,237405
CB1636,10647,0,237405,0,10647,237405
CB1638,10647,0,237405,0,10647,237405
CB1641,10647,0,237405,0,10647,237405
CB1642,10647,0,237405,0,10647,237405
CB1648,10647,0,237405,0,10647,237405
CB1649,10647,0,237405,0,10647,237405
CB1650,10647,0,237405,0,10647,237405
CB1652,10647,0,237405,0,10647,237405
CB1653,10647,0,237405,0,10647,237405
CB1654,10647,0,237405,0,10647,237405
CB1663,10647,0,237405,0,10647,237405
CB1670,10647,0,237405,0,10647,237405
CB1672,10647,0,237405,0,10647,237405
CB1678,10647,0,237405,0,10647,237405
CB1679,10647,0,237405,0,10647,237405
CB1682,10647,0,237405,0,10647,237405
CB1684,10647,0,237405,0,10647,237405
CB1685,10647,0,237405,0,10647,237405
CB1687,10647,0,237405,0,10647,237405
CB1688,10647,0,237405,0,10647,237405
CB1691,10647,0,237405,0,10647,237405
CB1695,10647,0,237405,0,10647,237405
CB1697,10647,0,237405,0,10647,237405
CB1698,10647,0,237405,0,10647,237405
CB1699,10647,0,237405,0,10647,237405
CB1701,10647,0,237405,0,10647,237405
CB1705,10647,0,237405,0,10647,237405
CB1706,10647,0,237405,0,10647,237405
CB1714,10647,0,237405,0,10647,237405
CB1717,10647,0,237405,0,10647,237405
CB1729,10647,0,237405,0,10647,237405
CB1731,10647,0,237405,0,10647,237405
CB1733,10647,0,237405,0,10647,237405
CB1735,10647,0,237405,0,10647,237405
CB1744,10647,0,237405,0,10647,237405
CB1748,10647,0,237405,0,10647,237405
CB1752,10647,0,237405,0,10647,237405
CB1759b,10647,0,237405,0,10647,237405
CB1771,10647,0,237405,0,10647,237405
CB1774,10647,0,237405,0,10647,237405
CB1782,10647,0,237405,0,10647,237405
CB1787,10647,0,237405,0,10647,237405
CB1789,10647,0,237405,0,10647,237405
CB1792,10647,0,237405,0,10647,237405
CB1794,10647,0,237405,0,10647,237405
CB1803,10647,0,237405,0,10647,237405
CB1804,10647,0,237405,0,10647,237405
CB1808,10647,0,237405,0,10647,237405
CB1809,10647,0,237405,0,10647,237405
CB1811,10647,0,237405,0,10647,237405
CB1812,10647,0,237405,0,10647,237405
CB1815,10647,0,237405,0,10647,237405
CB1821,10647,0,237405,0,10647,237405
CB1823,10647,0,237405,0,10647,237405
CB1833,10647,0,237405,0,10647,237405
CB1834,10647,0,237405,0,10647,237405
CB1836,10647,0,237405,0,10647,237405
CB1838,10647,0,237405,0,10647,237405
CB1841,10647,0,237405,0,10647,237405
CB1842,10647,0,237405,0,10647,237405
CB1844,10647,0,237405,0,10647,237405
CB1846,10647,0,237405,0,10647,237405
CB1850,10647,0,237405,0,10647,237405
CB1852,10647,0,237405,0,10647,237405
CB1853,10647,0,237405,0,10647,237405
CB1856,10647,0,237405,0,10647,237405
CB1858,10647,0,237405,0,10647,237405
CB1866,10647,0,237405,0,10647,237405
CB1871,10647,0,237405,0,10647,237405
CB1874,10647,0,237405,0,10647,237405
CB1876,10647,0,237405,0,10647,237405
CB1879,10647,0,237405,0,10647,237405
CB1883,10647,0,237405,0,10647,237405
CB1884,10647,0,237405,0,10647,237405
CB1885,10647,0,237405,0,10647,237405
CB1891b,10647,0,237405,0,10647,237405
CB1895,10647,0,237405,0,10647,237405
CB1896,10647,0,237405,0,10647,237405
CB1897,10647,0,237405,0,10647,237405
CB1899,10647,0,237405,0,10647,237405
CB1901,10647,0,237405,0,10647,237405
CB1902,10647,0,237405,0,10647,237405
CB1903,10647,0,237405,0,10647,237405
CB1909,10647,0,237405,0,10647,237405
CB1910,10647,0,237405,0,10647,237405
CB1911,10647,0,237405,0,10647,237405
CB1914,10647,0,237405,0,10647,237405
CB1920,10647,0,237405,0,10647,237405
CB1923,10647,0,237405,0,10647,237405
CB1924,10647,0,237405,0,10647,237405
CB1926,10647,0,237405,0,10647,237405
CB1927,10647,0,237405,0,10647,237405
CB1931,10647,0,237405,0,10647,237405
CB1932,10647,0,237405,0,10647,237405
CB1934,10647,0,237405,0,10647,237405
CB1935,10647,0,237405,0,10647,237405
CB1938,10647,0,237405,0,10647,237405
CB1945,10647,0,237405,0,10647,237405
CB1946,10647,0,237405,0,10647,237405
CB1948,10647,0,237405,0,10647,237405
CB1949,10647,0,237405,0,10647,237405
CB1950,10647,0,237405,0,10647,237405
CB1955,10647,0,237405,0,10647,237405
CB1956,10647,0,237405,0,10647,237405
CB1958,10647,0,237405,0,10647,237405
CB1959,10647,0,237405,0,10647,237405
CB1964,10647,0,237405,0,10647,237405
CB1973,10647,0,237405,0,10647,237405
CB1975,10647,0,237405,0,10647,237405
CB1976,10647,0,237405,0,10647,237405
CB1976b,10647,0,237405,0,10647,237405
CB1977,10647,0,237405,0,10647,237405
CB1980,10647,0,237405,0,10647,237405
CB1981,10647,0,237405,0,10647,237405
CB1983,10647,0,237405,0,10647,237405
CB1984,10647,0,237405,0,10647,237405
CB1985,10647,0,237405,0,10647,237405
CB1987,10647,0,237405,0,10647,237405
CB1995,10647,0,237405,0,10647,237405
CB1997,10647,0,237405,0,10647,237405
CB1997_b,10647,0,237405,0,10647,237405
CB2003,10647,0,237405,0,10647,237405
CB2006,10647,0,237405,0,10647,237405
CB2018,10647,0,237405,0,10647,237405
CB2026,10647,0,237405,0,10647,237405
CB2027,10647,0,237405,0,10647,237405
CB2029,10647,0,237405,0,10647,237405
CB2032,10647,0,237405,0,10647,237405
CB2033,10647,0,237405,0,10647,237405
CB2035,10647,0,237405,0,10647,237405
CB2036,10647,0,237405,0,10647,237405
CB2037,10647,0,237405,0,10647,237405
CB2038,10647,0,237405,0,10647,237405
CB2040,10647,0,237405,0,10647,237405
CB2041,10647,0,237405,0,10647,237405
CB2043,10647,0,237405,0,10647,237405
CB2045,10647,0,237405,0,10647,237405
CB2047,10647,0,237405,0,10647,237405
CB2048,10647,0,237405,0,10647,237405
CB2049,10647,0,237405,0,10647,237405
CB2051,10647,0,237405,0,10647,237405
CB2053,10647,0,237405,0,10647,237405
CB2059,10647,0,237405,0,10647,237405
CB2064,10647,0,237405,0,10647,237405
CB2066,10647,0,237405,0,10647,237405
CB2074,10647,0,237405,0,10647,237405
CB2079,10647,0,237405,0,10647,237405
CB2081_a,10647,0,237405,0,10647,237405
CB2087,10647,0,237405,0,10647,237405
CB2088,10647,0,237405,0,10647,237405
CB2089,10647,0,237405,0,10647,237405
CB2090,10647,0,237405,0,10647,237405
CB2092,10647,0,237405,0,10647,237405
CB2093,10647,0,237405,0,10647,237405
CB2094,10647,0,237405,0,10647,237405
CB2107,10647,0,237405,0,10647,237405
CB2108,10647,0,237405,0,10647,237405
CB2111,10647,0,237405,0,10647,237405
CB2113,10647,0,237405,0,10647,237405
CB2116,10647,0,237405,0,10647,237405
CB2117,10647,0,237405,0,10647,237405
CB2123,10647,0,237405,0,10647,237405
CB2127,10647,0,237405,0,10647,237405
CB2132,10647,0,237405,0,10647,237405
CB2136,10647,0,237405,0,10647,237405
CB2143,10647,0,237405,0,10647,237405
CB2144,10647,0,237405,0,10647,237405
CB2148,10647,0,237405,0,10647,237405
CB2151,10647,0,237405,0,10647,237405
CB2152,10647,0,237405,0,10647,237405
CB2154,10647,0,237405,0,10647,237405
CB2171,10647,0,237405,0,10647,237405
CB2172,10647,0,237405,0,10647,237405
CB2174,10647,0,237405,0,10647,237405
CB2175,10647,0,237405,0,10647,237405
CB2178,10647,0,237405,0,10647,237405
CB2182,10647,0,237405,0,10647,237405
CB2184,10647,0,237405,0,10647,237405
CB2189,10647,0,237405,0,10647,237405
CB2194,10647,0,237405,0,10647,237405
CB2196,10647,0,237405,0,10647,237405
CB2200,10647,0,237405,0,10647,237405
CB2202,10647,0,237405,0,10647,237405
CB2206,10647,0,237405,0,10647,237405
CB2207,10647,0,237405,0,10647,237405
CB2224,10647,0,237405,0,10647,237405
CB2226,10647,0,237405,0,10647,237405
CB2227,10647,0,237405,0,10647,237405
CB2228,10647,0,237405,0,10647,237405
CB2229,10647,0,237405,0,10647,237405
CB2230,10647,0,237405,0,10647,237405
CB2232,10647,0,237405,0,10647,237405
CB2244,10647,0,237405,0,10647,237405
CB2245,10647,0,237405,0,10647,237405
CB2251,10647,0,237405,0,10647,237405
CB2252,10647,0,237405,0,10647,237405
CB2254,10647,0,237405,0,10647,237405
CB2257,10647,0,237405,0,10647,237405
CB2259,10647,0,237405,0,10647,237405
CB2262,10647,0,237405,0,10647,237405
CB2269,10647,0,237405,0,10647,237405
CB2280,10647,0,237405,0,10647,237405
CB2281,10647,0,237405,0,10647,237405
CB2285,10647,0,237405,0,10647,237405
CB2286,10647,0,237405,0,10647,237405
CB2292,10647,0,237405,0,10647,237405
CB2294,10647,0,237405,0,10647,237405
CB2295,10647,0,237405,0,10647,237405
CB2298,10647,0,237405,0,10647,237405
CB2300,10647,0,237405,0,10647,237405
CB2302,10647,0,237405,0,10647,237405
CB2310,10647,0,237405,0,10647,237405
CB2311,10647,0,237405,0,10647,237405
CB2315,10647,0,237405,0,10647,237405
CB2316,10647,0,237405,0,10647,237405
CB2319,10647,0,237405,0,10647,237405
CB2321,10647,0,237405,0,10647,237405
CB2323,10647,0,237405,0,10647,237405
CB2330,10647,0,237405,0,10647,237405
CB2337,10647,0,237405,0,10647,237405
CB2339,10647,0,237405,0,10647,237405
CB2342,10647,0,237405,0,10647,237405
CB2343,10647,0,237405,0,10647,237405
CB2346,10647,0,237405,0,10647,237405
CB2351,10647,0,237405,0,10647,237405
CB2357,10647,0,237405,0,10647,237405
CB2361,10647,0,237405,0,10647,237405
CB2363,10647,0,237405,0,10647,237405
CB2365,10647,0,237405,0,10647,237405
CB2371,10647,0,237405,0,10647,237405
CB2373,10647,0,237405,0,10647,237405
CB2374,10647,0,237405,0,10647,237405
CB2377,10647,0,237405,0,10647,237405
CB2379,10647,0,237405,0,10647,237405
CB2389,10647,0,237405,0,10647,237405
CB2390,10647,0,237405,0,10647,237405
CB2396,10647,0,237405,0,10647,237405
CB2398,10647,0,237405,0,10647,237405
CB2401,10647,0,237405,0,10647,237405
CB2404,10647,0,237405,0,10647,237405
CB2408,10647,0,237405,0,10647,237405
CB2411,10647,0,237405,0,10647,237405
CB2412,10647,0,237405,0,10647,237405
CB2416,10647,0,237405,0,10647,237405
CB2420,10647,0,237405,0,10647,237405
CB2425,10647,0,237405,0,10647,237405
CB2430,10647,0,237405,0,10647,237405
CB2433,10647,0,237405,0,10647,237405
CB2437,10647,0,237405,0,10647,237405
CB2442,10647,0,237405,0,10647,237405
CB2447,10647,0,237405,0,10647,237405
CB2448,10647,0,237405,0,10647,237405
CB2453,10647,0,237405,0,10647,237405
CB2458,10647,0,237405,0,10647,237405
CB2459,10647,0,237405,0,10647,237405
CB2462,10647,0,237405,0,10647,237405
CB2463,10647,0,237405,0,10647,237405
CB2465,10647,0,237405,0,10647,237405
CB2467,10647,0,237405,0,10647,237405
CB2469,10647,0,237405,0,10647,237405
CB2472,10647,0,237405,0,10647,237405
CB2478,10647,0,237405,0,10647,237405
CB2479,10647,0,237405,0,10647,237405
CB2480,10647,0,237405,0,10647,237405
CB2481,10647,0,237405,0,10647,237405
CB2489,10647,0,237405,0,10647,237405
CB2491,10647,0,237405,0,10647,237405
CB2494,10647,0,237405,0,10647,237405
CB2495,10647,0,237405,0,10647,237405
CB2497,10647,0,237405,0,10647,237405
CB2498,10647,0,237405,0,10647,237405
CB2500,10647,0,237405,0,10647,237405
CB2503,10647,0,237405,0,10647,237405
CB2507,10647,0,237405,0,10647,237405
CB2512,10647,0,237405,0,10647,237405
CB2514,10647,0,237405,0,10647,237405
CB2517,10647,0,237405,0,10647,237405
CB2518,10647,0,237405,0,10647,237405
CB2523,10647,0,237405,0,10647,237405
CB2530,10647,0,237405,0,10647,237405
CB2535,10647,0,237405,0,10647,237405
CB2537,10647,0,237405,0,10647,237405
CB2538,10647,0,237405,0,10647,237405
CB2539,10647,0,237405,0,10647,237405
CB2545,10647,0,237405,0,10647,237405
CB2549,10647,0,237405,0,10647,237405
CB2550,10647,0,237405,0,10647,237405
CB2551b,10647,0,237405,0,10647,237405
CB2555,10647,0,237405,0,10647,237405
CB2559,10647,0,237405,0,10647,237405
CB2563,10647,0,237405,0,10647,237405
CB2572,10647,0,237405,0,10647,237405
CB2577,10647,0,237405,0,10647,237405
CB2584,10647,0,237405,0,10647,237405
CB2592,10647,0,237405,0,10647,237405
CB2595,10647,0,237405,0,10647,237405
CB2596,10647,0,237405,0,10647,237405
CB2599,10647,0,237405,0,10647,237405
CB2600,10647,0,237405,0,10647,237405
CB2620,10647,0,237405,0,10647,237405
CB2623,10647,0,237405,0,10647,237405
CB2624,10647,0,237405,0,10647,237405
CB2625,10647,0,237405,0,10647,237405
CB2627,10647,0,237405,0,10647,237405
CB2630,10647,0,237405,0,10647,237405
CB2633,10647,0,237405,0,10647,237405
CB2636,10647,0,237405,0,10647,237405
CB2638,10647,0,237405,0,10647,237405
CB2642,10647,0,237405,0,10647,237405
CB2646,10647,0,237405,0,10647,237405
CB2648,10647,0,237405,0,10647,237405
CB2655,10647,0,237405,0,10647,237405
CB2659,10647,0,237405,0,10647,237405
CB2660,10647,0,237405,0,10647,237405
CB2667,10647,0,237405,0,10647,237405
CB2671,10647,0,237405,0,10647,237405
CB2672,10647,0,237405,0,10647,237405
CB2674,10647,0,237405,0,10647,237405
CB2676,10647,0,237405,0,10647,237405
CB2678,10647,0,237405,0,10647,237405
CB2679,10647,0,237405,0,10647,237405
CB2681,10647,0,237405,0,10647,237405
CB2682,10647,0,237405,0,10647,237405
CB2684,10647,0,237405,0,10647,237405
CB2685,10647,0,237405,0,10647,237405
CB2687,10647,0,237405,0,10647,237405
CB2689,10647,0,237405,0,10647,237405
CB2691,10647,0,237405,0,10647,237405
CB2693,10647,0,237405,0,10647,237405
CB2694,10647,0,237405,0,10647,237405
CB2701,10647,0,237405,0,10647,237405
CB2702,10647,0,237405,0,10647,237405
CB2706,10647,0,237405,0,10647,237405
CB2713,10647,0,237405,0,10647,237405
CB2719,10647,0,237405,0,10647,237405
CB2720,10647,0,237405,0,10647,237405
CB2721,10647,0,237405,0,10647,237405
CB2725,10647,0,237405,0,10647,237405
CB2733,10647,0,237405,0,10647,237405
CB2736,10647,0,237405,0,10647,237405
CB2737,10647,0,237405,0,10647,237405
CB2743,10647,0,237405,0,10647,237405
CB2744,10647,0,237405,0,10647,237405
CB2751,10647,0,237405,0,10647,237405
CB2754,10647,0,237405,0,10647,237405
CB2755,10647,0,237405,0,10647,237405
CB2763,10647,0,237405,0,10647,237405
CB2764,10647,0,237405,0,10647,237405
CB2766,10647,0,237405,0,10647,237405
CB2769,10647,0,237405,0,10647,237405
CB2770,10647,0,237405,0,10647,237405
CB2783,10647,0,237405,0,10647,237405
CB2784,10647,0,237405,0,10647,237405
CB2786,10647,0,237405,0,10647,237405
CB2787,10647,0,237405,0,10647,237405
CB2790,10647,0,237405,0,10647,237405
CB2797,10647,0,237405,0,10647,237405
CB2802,10647,0,237405,0,10647,237405
CB2805,10647,0,237405,0,10647,237405
CB2812,10647,0,237405,0,10647,237405
CB2814,10647,0,237405,0,10647,237405
CB2816,10647,0,237405,0,10647,237405
CB2823,10647,0,237405,0,10647,237405
CB2831,10647,0,237405,0,10647,237405
CB2846,10647,0,237405,0,10647,237405
CB2851,10647,0,237405,0,10647,237405
CB2855,10647,0,237405,0,10647,237405
CB2859,10647,0,237405,0,10647,237405
CB2861,10647,0,237405,0,10647,237405
CB2862,10647,0,237405,0,10647,237405
CB2863,10647,0,237405,0,10647,237405
CB2869,10647,0,237405,0,10647,237405
CB2870,10647,0,237405,0,10647,237405
CB2873,10647,0,237405,0,10647,237405
CB2876,10647,0,237405,0,10647,237405
CB2877,10647,0,237405,0,10647,237405
CB2880,10647,0,237405,0,10647,237405
CB2881,10647,0,237405,0,10647,237405
CB2884,10647,0,237405,0,10647,237405
CB2889,10647,0,237405,0,10647,237405
CB2892,10647,0,237405,0,10647,237405
CB2895,10647,0,237405,0,10647,237405
CB2896,10647,0,237405,0,10647,237405
CB2902,10647,0,237405,0,10647,237405
CB2904,10647,0,237405,0,10647,237405
CB2906,10647,0,237405,0,10647,237405
CB2907,10647,0,237405,0,10647,237405
CB2910,10647,0,237405,0,10647,237405
CB2913,10647,0,237405,0,10647,237405
CB2919,10647,0,237405,0,10647,237405
CB2920,10647,0,237405,0,10647,237405
CB2922,10647,0,237405,0,10647,237405
CB2927,10647,0,237405,0,10647,237405
CB2931,10647,0,237405,0,10647,237405
CB2934,10647,0,237405,0,10647,237405
CB2935,10647,0,237405,0,10647,237405
CB2936,10647,0,237405,0,10647,237405
CB2937,10647,0,237405,0,10647,237405
CB2938,10647,0,237405,0,10647,237405
CB2947,10647,0,237405,0,10647,237405
CB2948,10647,0,237405,0,10647,237405
CB2950,10647,0,237405,0,10647,237405
CB2952,10647,0,237405,0,10647,237405
CB2953,10647,0,237405,0,10647,237405
CB2954,10647,0,237405,0,10647,237405
CB2955,10647,0,237405,0,10647,237405
CB2956,10647,0,237405,0,10647,237405
CB2958,10647,0,237405,0,10647,237405
CB2966,10647,0,237405,0,10647,237405
CB2967,10647,0,237405,0,10647,237405
CB2970,10647,0,237405,0,10647,237405
CB2975,10647,0,237405,0,10647,237405
CB2976,10647,0,237405,0,10647,237405
CB2979,10647,0,237405,0,10647,237405
CB2981,10647,0,237405,0,10647,237405
CB2982,10647,0,237405,0,10647,237405
CB2983,10647,0,237405,0,10647,237405
CB2985,10647,0,237405,0,10647,237405
CB2988,10647,0,237405,0,10647,237405
CB2992,10647,0,237405,0,10647,237405
CB2993,10647,0,237405,0,10647,237405
CB2995,10647,0,237405,0,10647,237405
CB2996,10647,0,237405,0,10647,237405
CB3001,10647,0,237405,0,10647,237405
CB3005,10647,0,237405,0,10647,237405
CB3008,10647,0,237405,0,10647,237405
CB3010,10647,0,237405,0,10647,237405
CB3012,10647,0,237405,0,10647,237405
CB3013,10647,0,237405,0,10647,237405
CB3014,10647,0,237405,0,10647,237405
CB3015,10647,0,237405,0,10647,237405
CB3016,10647,0,237405,0,10647,237405
CB3019,10647,0,237405,0,10647,237405
CB3021,10647,0,237405,0,10647,237405
CB3023,10647,0,237405,0,10647,237405
CB3030,10647,0,237405,0,10647,237405
CB3042,10647,0,237405,0,10647,237405
CB3043,10647,0,237405,0,10647,237405
CB3044,10647,0,237405,0,10647,237405
CB3045,10647,0,237405,0,10647,237405
CB3049,10647,0,237405,0,10647,237405
CB3050,10647,0,237405,0,10647,237405
CB3051,10647,0,237405,0,10647,237405
CB3052,10647,0,237405,0,10647,237405
CB3055,10647,0,237405,0,10647,237405
CB3056,10647,0,237405,0,10647,237405
CB3060,10647,0,237405,0,10647,237405
CB3065,10647,0,237405,0,10647,237405
CB3067,10647,0,237405,0,10647,237405
CB3069,10647,0,237405,0,10647,237405
CB3071,10647,0,237405,0,10647,237405
CB3074,10647,0,237405,0,10647,237405
CB3075,10647,0,237405,0,10647,237405
CB3076,10647,0,237405,0,10647,237405
CB3080,10647,0,237405,0,10647,237405
CB3084,10647,0,237405,0,10647,237405
CB3089,10647,0,237405,0,10647,237405
CB3093,10647,0,237405,0,10647,237405
CB3098,10647,0,237405,0,10647,237405
CB3103,10647,0,237405,0,10647,237405
CB3104,10647,0,237405,0,10647,237405
CB3109,10647,0,237405,0,10647,237405
CB3113,10647,0,237405,0,10647,237405
CB3118,10647,0,237405,0,10647,237405
CB3120,10647,0,237405,0,10647,237405
CB3121,10647,0,237405,0,10647,237405
CB3124,10647,0,237405,0,10647,237405
CB3127,10647,0,237405,0,10647,237405
CB3132,10647,0,237405,0,10647,237405
CB3133,10647,0,237405,0,10647,237405
CB3135,10647,0,237405,0,10647,237405
CB3140,10647,0,237405,0,10647,237405
CB3141,10647,0,237405,0,10647,237405
CB3142,10647,0,237405,0,10647,237405
CB3143,10647,0,237405,0,10647,237405
CB3147,10647,0,237405,0,10647,237405
CB3175,10647,0,237405,0,10647,237405
CB3184,10647,0,237405,0,10647,237405
CB3185,10647,0,237405,0,10647,237405
CB3187,10647,0,237405,0,10647,237405
CB3197,10647,0,237405,0,10647,237405
CB3204,10647,0,237405,0,10647,237405
CB3208,10647,0,237405,0,10647,237405
CB3209,10647,0,237405,0,10647,237405
CB3212,10647,0,237405,0,10647,237405
CB3218,10647,0,237405,0,10647,237405
CB3220,10647,0,237405,0,10647,237405
CB3221,10647,0,237405,0,10647,237405
CB3233,10647,0,237405,0,10647,237405
CB3240,10647,0,237405,0,10647,237405
CB3249,10647,0,237405,0,10647,237405
CB3250,10647,0,237405,0,10647,237405
CB3252,10647,0,237405,0,10647,237405
CB3255,10647,0,237405,0,10647,237405
CB3261,10647,0,237405,0,10647,237405
CB3264,10647,0,237405,0,10647,237405
CB3268,10647,0,237405,0,10647,237405
CB3269,10647,0,237405,0,10647,237405
CB3274,10647,0,237405,0,10647,237405
CB3276,10647,0,237405,0,10647,237405
CB3277,10647,0,237405,0,10647,237405
CB3278,10647,0,237405,0,10647,237405
CB3281,10647,0,237405,0,10647,237405
CB3287b,10647,0,237405,0,10647,237405
CB3288,10647,0,237405,0,10647,237405
CB3293,10647,0,237405,0,10647,237405
CB3297,10647,0,237405,0,10647,237405
CB3302,10647,0,237405,0,10647,237405
CB3305,10647,0,237405,0,10647,237405
CB3308,10647,0,237405,0,10647,237405
CB3316,10647,0,237405,0,10647,237405
CB3318,10647,0,237405,0,10647,237405
CB3319,10647,0,237405,0,10647,237405
CB3322,10647,0,237405,0,10647,237405
CB3323,10647,0,237405,0,10647,237405
CB3326,10647,0,237405,0,10647,237405
CB3329,10647,0,237405,0,10647,237405
CB3332,10647,0,237405,0,10647,237405
CB3339,10647,0,237405,0,10647,237405
CB3340,10647,0,237405,0,10647,237405
CB3343,10647,0,237405,0,10647,237405
CB3347,10647,0,237405,0,10647,237405
CB3358,10647,0,237405,0,10647,237405
CB3360,10647,0,237405,0,10647,237405
