cell_type,flow,flow_drop,reachable_pairs,pairs_lost,intact_flow,intact_reachable_pairs
ANXXX171,10646,1,237405,0,10647,237405
ANXXX174,10646,1,237405,0,10647,237405
ANXXX191,10646,1,237405,0,10647,237405
ANXXX200,10646,1,237405,0,10647,237405
ANXXX308,10646,1,237405,0,10647,237405
ANXXX338,10646,1,237405,0,10647,237405
ANXXX470,10646,1,237405,0,10647,237405
AOTU051,10646,1,237405,0,10647,237405
ATL016,10646,1,237405,0,10647,237405
AVLP156,10646,1,237405,0,10647,237405
AVLP205,10646,1,237405,0,10647,237405
AVLP396,10646,1,237405,0,10647,237405
AVLP398,10646,1,237405,0,10647,237405
AVLP545,10646,1,237405,0,10647,237405
AVLP547,10646,1,237405,0,10647,237405
AVLP548_d,10646,1,237405,0,10647,237405
AVLP550b,10646,1,237405,0,10647,237405
AVLP608,10646,1,237405,0,10647,237405
AVLP611,10646,1,237405,0,10647,237405
AVLP613,10646,1,237405,0,10647,237405
AVLP703m,10646,1,237405,0,10647,237405
AVLP709m,10646,1,237405,0,10647,237405
AVLP735m,10646,1,237405,0,10647,237405
AVLP742m,10646,1,237405,0,10647,237405
CB0227,10646,1,237405,0,10647,237405
CB0367,10646,1,237405,0,10647,237405
CB0390,10646,1,237405,0,10647,237405
CB0466,10646,1,237405,0,10647,237405
CB0530,10646,1,237405,0,10647,237405
CB0640,10646,1,237405,0,10647,237405
CB0652,10646,1,237405,0,10647,237405
CB0956,10646,1,237405,0,10647,237405
CB1023,10646,1,237405,0,10647,237405
CB1055,10646,1,237405,0,10647,237405
CB1074,10646,1,237405,0,10647,237405
CB1208,10646,1,237405,0,10647,237405
CB1213,10646,1,237405,0,10647,237405
CB1222,10646,1,237405,0,10647,237405
CB1233,10646,1,237405,0,10647,237405
CB1282,10646,1,237405,0,10647,237405
CB1356,10646,1,237405,0,10647,237405
CB1357,10646,1,237405,0,10647,237405
CB1407,10646,1,237405,0,10647,237405
CB1419,10646,1,237405,0,10647,237405
CB1464,10646,1,237405,0,10647,237405
CB1541,10646,1,237405,0,10647,237405
CB1593,10646,1,237405,0,10647,237405
CB1655,10646,1,237405,0,10647,237405
CB1726,10646,1,237405,0,10647,237405
CB1795,10646,1,237405,0,10647,237405
CB1805,10646,1,237405,0,10647,237405
CB1818,10646,1,237405,0,10647,237405
CB1908,10646,1,237405,0,10647,237405
CB1918,10646,1,237405,0,10647,237405
CB1942,10646,1,237405,0,10647,237405
CB2000,10646,1,237405,0,10647,237405
CB2086,10646,1,237405,0,10647,237405
CB2105,10646,1,237405,0,10647,237405
CB2133,10646,1,237405,0,10647,237405
CB2185,10646,1,237405,0,10647,237405
CB2208,10646,1,237405,0,10647,237405
CB2290,10646,1,237405,0,10647,237405
CB2347,10646,1,237405,0,10647,237405
CB2501,10646,1,237405,0,10647,237405
CB2522,10646,1,237405,0,10647,237405
CB2653,10646,1,237405,0,10647,237405
CB2714,10646,1,237405,0,10647,237405
CB2772,10646,1,237405,0,10647,237405
CB2782,10646,1,237405,0,10647,237405
CB2940,10646,1,237405,0,10647,237405
CB2972,10646,1,237405,0,10647,237405
CB3036,10646,1,237405,0,10647,237405
CB3081,10646,1,237405,0,10647,237405
CB3162,10646,1,237405,0,10647,237405
CB3168,10646,1,237405,0,10647,237405
CB3173,10646,1,237405,0,10647,237405
CB3201,10646,1,237405,0,10647,237405
CB3236,10646,1,237405,0,10647,237405
CB3245,10646,1,237405,0,10647,237405
CB3357,10646,1,237405,0,10647,237405
CB3361,10646,1,237405,0,10647,237405
CB3364,10646,1,237405,0,10647,237405
CB3383,10646,1,237405,0,10647,237405
CB3384,10646,1,237405,0,10647,237405
CB3409,10646,1,237405,0,10647,237405
CB3453,10646,1,237405,0,10647,237405
CB3477,10646,1,237405,0,10647,237405
CB3552,10646,1,237405,0,10647,237405
CB3556,10646,1,237405,0,10647,237405
CB3570,10646,1,237405,0,10647,237405
CB3649,10646,1,237405,0,10647,237405
CB3741,10646,1,237405,0,10647,237405
CB3744,10646,1,237405,0,10647,237405
CB4114,10646,1,237405,0,10647,237405
CB4121,10646,1,237405,0,10647,237405
CB4228,10646,1,237405,0,10647,237405
CL080,10646,1,237405,0,10647,237405
CL113,10646,1,237405,0,10647,237405
CL114,10646,1,237405,0,10647,237405
CL118,10646,1,237405,0,10647,237405
CL268,10646,1,237405,0,10647,237405
Cm-DRA,10646,1,237405,0,10647,237405
Cm14,10646,1,237405,0,10647,237405
Cm18,10646,1,237405,0,10647,237405
Cm27,10646,1,237405,0,10647,237405
DA1_lPN,10646,1,237405,0,10647,237405
DA2_lPN,10646,1,237405,0,10647,237405
DA3_adPN,10646,1,237405,0,10647,237405
DC3_adPN,10646,1,237405,0,10647,237405
DC4_adPN,10646,1,237405,0,10647,237405
DL3_lPN,10646,1,237405,0,10647,237405
DL5_adPN,10646,1,237405,0,10647,237405
DM1_lPN,10646,1,237405,0,10647,237405
DM3_adPN,10646,1,237405,0,10647,237405
DM5_lPN,10646,1,237405,0,10647,237405
DM6_adPN,10646,1,237405,0,10647,237405
DP1m_adPN,10646,1,237405,0,10647,237405
DP1m_vPN,10646,1,237405,0,10647,237405
D_adPN,10646,1,237405,0,10647,237405
Dm-DRA1,10646,1,237405,0,10647,237405
EA06B010,10646,1,237405,0,10647,237405
FLA018,10646,1,237405,0,10647,237405
GFC3,10646,1,237405,0,10647,237405
GNG002,10646,1,237405,0,10647,237405
GNG015,10646,1,237405,0,10647,237405
GNG019,10646,1,237405,0,10647,237405
GNG027,10646,1,237405,0,10647,237405
GNG028,10646,1,237405,0,10647,237405
GNG050,10646,1,237405,0,10647,237405
GNG052,10646,1,237405,0,10647,237405
GNG062,10646,1,237405,0,10647,237405
GNG069,10646,1,237405,0,10647,237405
GNG071,10646,1,237405,0,10647,237405
GNG074,10646,1,237405,0,10647,237405
GNG080,10646,1,237405,0,10647,237405
GNG091,10646,1,237405,0,10647,237405
GNG095,10646,1,237405,0,10647,237405
GNG100,10646,1,237405,0,10647,237405
GNG101,10646,1,237405,0,10647,237405
GNG103,10646,1,237405,0,10647,237405
GNG118,10646,1,237405,0,10647,237405
GNG128,10646,1,237405,0,10647,237405
GNG131,10646,1,237405,0,10647,237405
GNG136,10646,1,237405,0,10647,237405
GNG140,10646,1,237405,0,10647,237405
GNG142,10646,1,237405,0,10647,237405
GNG145,10646,1,237405,0,10647,237405
GNG154,10646,1,237405,0,10647,237405
GNG157,10646,1,237405,0,10647,237405
GNG161,10646,1,237405,0,10647,237405
GNG169,10646,1,237405,0,10647,237405
GNG173,10646,1,237405,0,10647,237405
GNG176,10646,1,237405,0,10647,237405
GNG177,10646,1,237405,0,10647,237405
GNG178,10646,1,237405,0,10647,237405
GNG182,10646,1,237405,0,10647,237405
GNG198,10646,1,237405,0,10647,237405
GNG201,10646,1,237405,0,10647,237405
GNG211,10646,1,237405,0,10647,237405
GNG216,10646,1,237405,0,10647,237405
GNG220,10646,1,237405,0,10647,237405
GNG226,10646,1,237405,0,10647,237405
GNG235,10646,1,237405,0,10647,237405
GNG236,10646,1,237405,0,10647,237405
GNG243,10646,1,237405,0,10647,237405
GNG245,10646,1,237405,0,10647,237405
GNG256,10646,1,237405,0,10647,237405
GNG278,10646,1,237405,0,10647,237405
GNG279_a,10646,1,237405,0,10647,237405
GNG288,10646,1,237405,0,10647,237405
GNG302,10646,1,237405,0,10647,237405
GNG304,10646,1,237405,0,10647,237405
GNG310,10646,1,237405,0,10647,237405
GNG315,10646,1,237405,0,10647,237405
GNG318,10646,1,237405,0,10647,237405
GNG324,10646,1,237405,0,10647,237405
GNG330,10646,1,237405,0,10647,237405
GNG347,10646,1,237405,0,10647,237405
GNG349,10646,1,237405,0,10647,237405
GNG353,10646,1,237405,0,10647,237405
GNG364,10646,1,237405,0,10647,237405
GNG366,10646,1,237405,0,10647,237405
GNG370,10646,1,237405,0,10647,237405
GNG371,10646,1,237405,0,10647,237405
GNG376,10646,1,237405,0,10647,237405
GNG381,10646,1,237405,0,10647,237405
GNG399,10646,1,237405,0,10647,237405
GNG402,10646,1,237405,0,10647,237405
GNG408,10646,1,237405,0,10647,237405
GNG415,10646,1,237405,0,10647,237405
GNG417,10646,1,237405,0,10647,237405
GNG419,10646,1,237405,0,10647,237405
GNG420_b,10646,1,237405,0,10647,237405
GNG424,10646,1,237405,0,10647,237405
GNG441,10646,1,237405,0,10647,237405
GNG442,10646,1,237405,0,10647,237405
GNG459,10646,1,237405,0,10647,237405
GNG462,10646,1,237405,0,10647,237405
GNG463,10646,1,237405,0,10647,237405
GNG471,10646,1,237405,0,10647,237405
GNG473,10646,1,237405,0,10647,237405
GNG482,10646,1,237405,0,10647,237405
GNG493,10646,1,237405,0,10647,237405
GNG497,10646,1,237405,0,10647,237405
GNG499,10646,1,237405,0,10647,237405
GNG504,10646,1,237405,0,10647,237405
GNG508,10646,1,237405,0,10647,237405
GNG509,10646,1,237405,0,10647,237405
GNG517,10646,1,237405,0,10647,237405
GNG529,10646,1,237405,0,10647,237405
GNG534,10646,1,237405,0,10647,237405
GNG567,10646,1,237405,0,10647,237405
GNG576,10646,1,237405,0,10647,237405
GNG586,10646,1,237405,0,10647,237405
GNG588,10646,1,237405,0,10647,237405
GNG591,10646,1,237405,0,10647,237405
GNG607,10646,1,237405,0,10647,237405
GNG608,10646,1,237405,0,10647,237405
GNG615,10646,1,237405,0,10647,237405
GNG624,10646,1,237405,0,10647,237405
GNG625,10646,1,237405,0,10647,237405
GNG626,10646,1,237405,0,10647,237405
GNG627,10646,1,237405,0,10647,237405
GNG628,10646,1,237405,0,10647,237405
GNG629,10646,1,237405,0,10647,237405
GNG630,10646,1,237405,0,10647,237405
GNG657,10646,1,237405,0,10647,237405
GNG700m,10646,1,237405,0,10647,237405
IB026,10646,1,237405,0,10647,237405
IB096,10646,1,237405,0,10647,237405
IN00A010,10646,1,237405,0,10647,237405
IN00A022,10646,1,237405,0,10647,237405
IN00A029,10646,1,237405,0,10647,237405
IN00A031,10646,1,237405,0,10647,237405
IN00A035,10646,1,237405,0,10647,237405
IN00A037,10646,1,237405,0,10647,237405
IN00A040,10646,1,237405,0,10647,237405
IN00A052,10646,1,237405,0,10647,237405
IN00A054,10646,1,237405,0,10647,237405
IN00A055,10646,1,237405,0,10647,237405
IN00A056,10646,1,237405,0,10647,237405
IN00A057,10646,1,237405,0,10647,237405
IN00A060,10646,1,237405,0,10647,237405
IN00A066,10646,1,237405,0,10647,237405
IN00A070,10646,1,237405,0,10647,237405
IN01A015,10646,1,237405,0,10647,237405
IN01A022,10646,1,237405,0,10647,237405
IN01A023,10646,1,237405,0,10647,237405
IN01A026,10646,1,237405,0,10647,237405
IN01A047,10646,1,237405,0,10647,237405
IN01A050,10646,1,237405,0,10647,237405
IN01A057,10646,1,237405,0,10647,237405
IN01A062_c,10646,1,237405,0,10647,237405
IN01A063_b,10646,1,237405,0,10647,237405
IN01A064,10646,1,237405,0,10647,237405
IN01A071,10646,1,237405,0,10647,237405
IN01A072,10646,1,237405,0,10647,237405
IN01A077,10646,1,237405,0,10647,237405
IN01A083_a,10646,1,237405,0,10647,237405
IN01B001,10646,1,237405,0,10647,237405
IN01B019_a,10646,1,237405,0,10647,237405
IN01B023_a,10646,1,237405,0,10647,237405
IN01B023_b,10646,1,237405,0,10647,237405
IN01B023_c,10646,1,237405,0,10647,237405
IN01B030,10646,1,237405,0,10647,237405
IN01B031_b,10646,1,237405,0,10647,237405
IN01B033,10646,1,237405,0,10647,237405
IN01B036,10646,1,237405,0,10647,237405
IN01B037_a,10646,1,237405,0,10647,237405
IN01B043,10646,1,237405,0,10647,237405
IN01B047,10646,1,237405,0,10647,237405
IN01B048_a,10646,1,237405,0,10647,237405
IN01B048_b,10646,1,237405,0,10647,237405
IN01B050_b,10646,1,237405,0,10647,237405
IN01B057,10646,1,237405,0,10647,237405
IN01B064,10646,1,237405,0,10647,237405
IN01B067,10646,1,237405,0,10647,237405
IN01B069_b,10646,1,237405,0,10647,237405
IN01B070,10646,1,237405,0,10647,237405
IN01B086,10646,1,237405,0,10647,237405
IN01B093,10646,1,237405,0,10647,237405
IN01B099,10646,1,237405,0,10647,237405
IN02A003,10646,1,237405,0,10647,237405
IN02A011,10646,1,237405,0,10647,237405
IN02A018,10646,1,237405,0,10647,237405
IN02A026,10646,1,237405,0,10647,237405
IN02A029,10646,1,237405,0,10647,237405
IN02A030,10646,1,237405,0,10647,237405
IN02A035,10646,1,237405,0,10647,237405
IN02A043,10646,1,237405,0,10647,237405
IN02A048,10646,1,237405,0,10647,237405
IN02A050,10646,1,237405,0,10647,237405
IN02A052,10646,1,237405,0,10647,237405
IN02A053,10646,1,237405,0,10647,237405
IN02A055,10646,1,237405,0,10647,237405
IN02A056_a,10646,1,237405,0,10647,237405
IN02A056_b,10646,1,237405,0,10647,237405
IN02A056_c,10646,1,237405,0,10647,237405
IN02A058,10646,1,237405,0,10647,237405
IN02A060,10646,1,237405,0,10647,237405
IN02A062,10646,1,237405,0,10647,237405
IN02A067,10646,1,237405,0,10647,237405
IN03A005,10646,1,237405,0,10647,237405
IN03A006,10646,1,237405,0,10647,237405
IN03A013,10646,1,237405,0,10647,237405
IN03A015,10646,1,237405,0,10647,237405
IN03A020,10646,1,237405,0,10647,237405
IN03A023,10646,1,237405,0,10647,237405
IN03A026_a,10646,1,237405,0,10647,237405
IN03A026_c,10646,1,237405,0,10647,237405
IN03A037,10646,1,237405,0,10647,237405
IN03A040,10646,1,237405,0,10647,237405
IN03A042,10646,1,237405,0,10647,237405
IN03A050,10646,1,237405,0,10647,237405
IN03A051,10646,1,237405,0,10647,237405
IN03A058,10646,1,237405,0,10647,237405
IN03A059,10646,1,237405,0,10647,237405
IN03A062_c,10646,1,237405,0,10647,237405
IN03A062_e,10646,1,237405,0,10647,237405
IN03A063,10646,1,237405,0,10647,237405
IN03A065,10646,1,237405,0,10647,237405
IN03A072,10646,1,237405,0,10647,237405
IN03A075,10646,1,237405,0,10647,237405
IN03A078,10646,1,237405,0,10647,237405
IN03A080,10646,1,237405,0,10647,237405
IN03A083,10646,1,237405,0,10647,237405
IN03A084,10646,1,237405,0,10647,237405
IN03A088,10646,1,237405,0,10647,237405
IN03A089,10646,1,237405,0,10647,237405
IN03A097,10646,1,237405,0,10647,237405
IN03B001,10646,1,237405,0,10647,237405
IN03B019,10646,1,237405,0,10647,237405
IN03B032,10646,1,237405,0,10647,237405
IN03B038,10646,1,237405,0,10647,237405
IN03B042,10646,1,237405,0,10647,237405
IN03B054,10646,1,237405,0,10647,237405
IN03B059,10646,1,237405,0,10647,237405
IN03B061,10646,1,237405,0,10647,237405
IN03B065,10646,1,237405,0,10647,237405
IN03B066,10646,1,237405,0,10647,237405
IN03B077,10646,1,237405,0,10647,237405
"IN03B082,IN03B093",10646,1,237405,0,10647,237405
IN03B086_a,10646,1,237405,0,10647,237405
IN03B086_c,10646,1,237405,0,10647,237405
IN03B086_e,10646,1,237405,0,10647,237405
IN03B092,10646,1,237405,0,10647,237405
IN03B094,10646,1,237405,0,10647,237405
IN04B006,10646,1,237405,0,10647,237405
IN04B009,10646,1,237405,0,10647,237405
IN04B013,10646,1,237405,0,10647,237405
IN04B015,10646,1,237405,0,10647,237405
IN04B030,10646,1,237405,0,10647,237405
IN04B031,10646,1,237405,0,10647,237405
IN04B037,10646,1,237405,0,10647,237405
IN04B038,10646,1,237405,0,10647,237405
IN04B039,10646,1,237405,0,10647,237405
IN04B041,10646,1,237405,0,10647,237405
IN04B043_b,10646,1,237405,0,10647,237405
IN04B054_a,10646,1,237405,0,10647,237405
IN04B055,10646,1,237405,0,10647,237405
IN04B066,10646,1,237405,0,10647,237405
IN04B069,10646,1,237405,0,10647,237405
IN04B081,10646,1,237405,0,10647,237405
IN04B083,10646,1,237405,0,10647,237405
IN04B096,10646,1,237405,0,10647,237405
IN04B115,10646,1,237405,0,10647,237405
IN05B012,10646,1,237405,0,10647,237405
IN05B020,10646,1,237405,0,10647,237405
IN05B024,10646,1,237405,0,10647,237405
IN05B031,10646,1,237405,0,10647,237405
IN05B032,10646,1,237405,0,10647,237405
IN05B039,10646,1,237405,0,10647,237405
IN05B061,10646,1,237405,0,10647,237405
IN05B072_b,10646,1,237405,0,10647,237405
IN05B072_c,10646,1,237405,0,10647,237405
IN05B077,10646,1,237405,0,10647,237405
IN05B080,10646,1,237405,0,10647,237405
IN05B082,10646,1,237405,0,10647,237405
IN05B091,10646,1,237405,0,10647,237405
IN06A004,10646,1,237405,0,10647,237405
IN06A016,10646,1,237405,0,10647,237405
IN06A018,10646,1,237405,0,10647,237405
IN06A025,10646,1,237405,0,10647,237405
IN06A032,10646,1,237405,0,10647,237405
IN06A034,10646,1,237405,0,10647,237405
IN06A043,10646,1,237405,0,10647,237405
IN06A045,10646,1,237405,0,10647,237405
IN06A047,10646,1,237405,0,10647,237405
IN06A049,10646,1,237405,0,10647,237405
IN06A063,10646,1,237405,0,10647,237405
IN06A076_b,10646,1,237405,0,10647,237405
IN06A081,10646,1,237405,0,10647,237405
IN06A088,10646,1,237405,0,10647,237405
IN06A093,10646,1,237405,0,10647,237405
IN06A099,10646,1,237405,0,10647,237405
IN06A116,10646,1,237405,0,10647,237405
IN06A120_a,10646,1,237405,0,10647,237405
IN06A121,10646,1,237405,0,10647,237405
IN06A122,10646,1,237405,0,10647,237405
IN06A127,10646,1,237405,0,10647,237405
IN06A128,10646,1,237405,0,10647,237405
IN06A138,10646,1,237405,0,10647,237405
IN06B019,10646,1,237405,0,10647,237405
IN06B043,10646,1,237405,0,10647,237405
IN06B064,10646,1,237405,0,10647,237405
IN06B081,10646,1,237405,0,10647,237405
IN06B083,10646,1,237405,0,10647,237405
IN06B086,10646,1,237405,0,10647,237405
IN07B022,10646,1,237405,0,10647,237405
IN07B026,10646,1,237405,0,10647,237405
IN07B027,10646,1,237405,0,10647,237405
IN07B030,10646,1,237405,0,10647,237405
IN07B038,10646,1,237405,0,10647,237405
IN07B045,10646,1,237405,0,10647,237405
IN07B065,10646,1,237405,0,10647,237405
IN07B067,10646,1,237405,0,10647,237405
IN07B073_c,10646,1,237405,0,10647,237405
IN07B076_a,10646,1,237405,0,10647,237405
IN07B076_c,10646,1,237405,0,10647,237405
IN07B076_d,10646,1,237405,0,10647,237405
IN07B083_b,10646,1,237405,0,10647,237405
IN07B083_c,10646,1,237405,0,10647,237405
IN07B084,10646,1,237405,0,10647,237405
IN07B092_d,10646,1,237405,0,10647,237405
IN07B103,10646,1,237405,0,10647,237405
IN08A010,10646,1,237405,0,10647,237405
IN08A016,10646,1,237405,0,10647,237405
IN08A023,10646,1,237405,0,10647,237405
IN08A025,10646,1,237405,0,10647,237405
IN08A027,10646,1,237405,0,10647,237405
IN08A028,10646,1,237405,0,10647,237405
IN08A029,10646,1,237405,0,10647,237405
IN08A032,10646,1,237405,0,10647,237405
IN08A038,10646,1,237405,0,10647,237405
IN08A039,10646,1,237405,0,10647,237405
IN08A042,10646,1,237405,0,10647,237405
IN08A044,10646,1,237405,0,10647,237405
IN08A046,10646,1,237405,0,10647,237405
IN08A049,10646,1,237405,0,10647,237405
IN08B008,10646,1,237405,0,10647,237405
IN08B029,10646,1,237405,0,10647,237405
IN08B033,10646,1,237405,0,10647,237405
IN08B035,10646,1,237405,0,10647,237405
IN08B036,10646,1,237405,0,10647,237405
IN08B051_c,10646,1,237405,0,10647,237405
IN08B052,10646,1,237405,0,10647,237405
IN08B060,10646,1,237405,0,10647,237405
IN08B063,10646,1,237405,0,10647,237405
IN08B070_a,10646,1,237405,0,10647,237405
IN08B072,10646,1,237405,0,10647,237405
IN08B078,10646,1,237405,0,10647,237405
IN08B083_b,10646,1,237405,0,10647,237405
IN08B083_c,10646,1,237405,0,10647,237405
IN08B087,10646,1,237405,0,10647,237405
IN09A010,10646,1,237405,0,10647,237405
IN09A012,10646,1,237405,0,10647,237405
IN09A028,10646,1,237405,0,10647,237405
IN09A034,10646,1,237405,0,10647,237405
"IN09A056,IN09A072",10646,1,237405,0,10647,237405
IN09A062,10646,1,237405,0,10647,237405
IN09A063,10646,1,237405,0,10647,237405
IN09A067,10646,1,237405,0,10647,237405
IN09A089,10646,1,237405,0,10647,237405
IN09A091,10646,1,237405,0,10647,237405
IN09A093,10646,1,237405,0,10647,237405
IN09B053,10646,1,237405,0,10647,237405
IN10B002,10646,1,237405,0,10647,237405
IN10B004,10646,1,237405,0,10647,237405
IN10B013,10646,1,237405,0,10647,237405
IN10B014,10646,1,237405,0,10647,237405
IN10B040,10646,1,237405,0,10647,237405
IN11A002,10646,1,237405,0,10647,237405
IN11A004,10646,1,237405,0,10647,237405
IN11A007,10646,1,237405,0,10647,237405
IN11A013,10646,1,237405,0,10647,237405
IN11A027_a,10646,1,237405,0,10647,237405
IN11A028,10646,1,237405,0,10647,237405
IN11A030,10646,1,237405,0,10647,237405
IN11A034,10646,1,237405,0,10647,237405
IN11A036,10646,1,237405,0,10647,237405
IN11A037_b,10646,1,237405,0,10647,237405
IN11A042,10646,1,237405,0,10647,237405
IN11A048,10646,1,237405,0,10647,237405
IN11B003,10646,1,237405,0,10647,237405
IN11B004,10646,1,237405,0,10647,237405
IN11B005,10646,1,237405,0,10647,237405
IN11B014,10646,1,237405,0,10647,237405
IN11B016_c,10646,1,237405,0,10647,237405
IN11B021_a,10646,1,237405,0,10647,237405
IN11B021_d,10646,1,237405,0,10647,237405
IN11B021_e,10646,1,237405,0,10647,237405
IN11B022_a,10646,1,237405,0,10647,237405
IN11B022_b,10646,1,237405,0,10647,237405
IN11B022_d,10646,1,237405,0,10647,237405
IN12A003,10646,1,237405,0,10647,237405
IN12A008,10646,1,237405,0,10647,237405
IN12A012,10646,1,237405,0,10647,237405
IN12A019_a,10646,1,237405,0,10647,237405
IN12A019_b,10646,1,237405,0,10647,237405
IN12A025,10646,1,237405,0,10647,237405
IN12A034,10646,1,237405,0,10647,237405
IN12A035,10646,1,237405,0,10647,237405
IN12A043_a,10646,1,237405,0,10647,237405
IN12A043_c,10646,1,237405,0,10647,237405
IN12A050_b,10646,1,237405,0,10647,237405
IN12A052_b,10646,1,237405,0,10647,237405
IN12A059_d,10646,1,237405,0,10647,237405
IN12A059_e,10646,1,237405,0,10647,237405
IN12A060_a,10646,1,237405,0,10647,237405
IN12B015,10646,1,237405,0,10647,237405
IN12B024_c,10646,1,237405,0,10647,237405
IN12B026,10646,1,237405,0,10647,237405
IN12B027,10646,1,237405,0,10647,237405
IN12B044_b,10646,1,237405,0,10647,237405
IN12B048,10646,1,237405,0,10647,237405
IN12B056,10646,1,237405,0,10647,237405
IN12B058,10646,1,237405,0,10647,237405
IN12B060,10646,1,237405,0,10647,237405
IN12B062,10646,1,237405,0,10647,237405
IN12B063_a,10646,1,237405,0,10647,237405
IN12B066_d,10646,1,237405,0,10647,237405
IN12B068_a,10646,1,237405,0,10647,237405
IN12B068_c,10646,1,237405,0,10647,237405
IN12B074,10646,1,237405,0,10647,237405
IN12B075,10646,1,237405,0,10647,237405
IN12B082,10646,1,237405,0,10647,237405
IN12B086,10646,1,237405,0,10647,237405
IN13A003,10646,1,237405,0,10647,237405
IN13A012,10646,1,237405,0,10647,237405
IN13A020,10646,1,237405,0,10647,237405
IN13A021,10646,1,237405,0,10647,237405
IN13A023,10646,1,237405,0,10647,237405
IN13A031,10646,1,237405,0,10647,237405
