strategy,trial,batch,fraction_removed,flow,reachable_pairs,avalanche
random,25,25,0.223215,6288,141400,0
random,25,26,0.231044,6197,138722,0
random,25,27,0.238788,6077,135135,1
random,25,28,0.246447,5993,133110,0
random,25,29,0.254021,5853,129850,1
random,25,30,0.26151,5729,127594,0
random,25,31,0.268913,5603,125097,0
random,25,32,0.276232,5560,123066,0
random,25,33,0.28355,5442,120175,0
random,25,34,0.290784,5362,118692,0
random,25,35,0.297932,5296,116464,1
random,25,36,0.304995,5251,116213,0
random,25,37,0.311973,5137,113620,0
random,25,38,0.318866,5079,111720,0
random,25,39,0.32576,5017,109350,0
random,25,40,0.332567,4951,108900,0
random,25,41,0.33929,4636,107280,0
random,25,42,0.345928,4521,105020,1
random,25,43,0.352481,4435,102258,1
random,25,44,0.359033,4359,100456,1
random,25,45,0.365501,4311,99528,0
random,25,46,0.371883,4238,97482,0
random,25,47,0.378181,4149,96140,0
random,25,48,0.384478,4058,94164,0
random,25,49,0.39069,4017,93524,0
random,25,50,0.396817,3917,90761,0
random,25,51,0.402859,3825,89320,0
random,25,52,0.408901,3778,88220,0
random,25,53,0.414858,3704,86764,0
random,25,54,0.42073,3625,85320,0
random,25,55,0.426602,3539,83283,0
random,25,56,0.432389,3427,81690,1
random,25,57,0.43809,3369,80080,0
random,25,58,0.443792,3305,78486,0
random,25,59,0.449409,3257,77900,0
random,25,60,0.45494,3194,77112,0
random,25,61,0.460471,3129,75516,2
random,25,62,0.465918,3055,73600,0
random,25,63,0.471279,2981,72666,0
random,25,64,0.47664,2922,71708,0
random,25,65,0.481916,2877,71117,3
random,25,66,0.487107,2767,68901,0
random,25,67,0.492299,2710,67968,2
random,25,68,0.497404,2670,67232,0
random,25,69,0.50251,2606,65800,0
random,26,0,0,10647,237405,
random,26,1,0.0100417,10513,234655,0
random,26,2,0.0199983,10045,229554,0
random,26,3,0.0298698,9768,223121,0
random,26,4,0.0395711,9559,219472,0
random,26,5,0.0491873,9334,216240,0
random,26,6,0.0587184,9193,210962,0
random,26,7,0.0681644,9053,206127,0
random,26,8,0.0775253,8786,203322,0
random,26,9,0.0868011,8594,198900,0
random,26,10,0.0959918,8470,197640,0
random,26,11,0.105097,8096,192708,0
random,26,12,0.114118,7944,187800,0
random,26,13,0.123053,7800,184473,0
random,26,14,0.131904,7714,180516,0
random,26,15,0.140669,7582,176320,0
random,26,16,0.149264,7395,171052,0
random,26,17,0.157774,7252,168150,0
random,26,18,0.166199,7154,165252,0
random,26,19,0.174538,6980,161280,0
random,26,20,0.182793,6798,157904,0
random,26,21,0.191048,6620,154536,0
random,26,22,0.199217,6499,149842,0
random,26,23,0.207302,6351,147400,0
random,26,24,0.215301,6107,143100,0
random,26,25,0.223215,5981,138852,0
random,26,26,0.231044,5741,134420,0
random,26,27,0.238788,5645,132090,0
random,26,28,0.246447,5510,128778,0
random,26,29,0.254021,5374,125496,0
random,26,30,0.26151,5267,123500,0
random,26,31,0.268913,5176,121512,0
random,26,32,0.276232,4964,118572,0
random,26,33,0.28355,4703,114932,0
random,26,34,0.290784,4604,112073,0
random,26,35,0.297932,4497,109250,0
random,26,36,0.304995,4435,106490,0
random,26,37,0.311973,4310,104647,0
random,26,38,0.318866,4152,102144,0
random,26,39,0.32576,4077,100113,0
random,26,40,0.332567,3981,98100,0
random,26,41,0.33929,3912,95230,0
random,26,42,0.345928,3830,93507,0
random,26,43,0.352481,3783,91796,0
random,26,44,0.359033,3721,89648,0
random,26,45,0.365501,3642,87550,0
random,26,46,0.371883,3547,85884,0
random,26,47,0.378181,3483,85272,0
random,26,48,0.384478,3410,84245,0
random,26,49,0.39069,3337,81755,0
random,26,50,0.396817,3277,79968,0
random,26,51,0.402859,3181,77952,0
random,26,52,0.408901,3112,76950,0
random,26,53,0.414858,3057,75411,0
random,26,54,0.42073,3010,74072,0
random,26,55,0.426602,2943,72369,0
random,26,56,0.432389,2901,70670,0
random,26,57,0.43809,2856,69745,0
random,26,58,0.443792,2802,69000,0
random,26,59,0.449409,2720,67704,0
random,26,60,0.45494,2684,66427,0
random,26,61,0.460471,2640,66246,0
random,26,62,0.465918,2574,65700,0
random,26,63,0.471279,2538,64614,0
random,26,64,0.47664,2485,63360,0
random,26,65,0.481916,2422,62292,0
random,26,66,0.487107,2393,61770,0
random,26,67,0.492299,2340,60200,0
random,26,68,0.497404,2309,59856,1
random,26,69,0.50251,2269,58482,0
random,27,0,0,10647,237405,
random,27,1,0.0100417,10162,232320,0
random,27,2,0.0199983,9959,229642,0
random,27,3,0.0298698,9728,224288,0
random,27,4,0.0395711,9598,221650,0
random,27,5,0.0491873,9415,217028,0
random,27,6,0.0587184,9247,215376,0
random,27,7,0.0681644,9060,210380,0
random,27,8,0.0775253,8889,205551,0
random,27,9,0.0868011,8682,201720,0
random,27,10,0.0959918,8571,199096,0
random,27,11,0.105097,8376,195274,0
random,27,12,0.114118,8252,191484,0
random,27,13,0.123053,8078,188692,0
random,27,14,0.131904,7883,185339,0
random,27,15,0.140669,7758,181958,0
random,27,16,0.149264,7514,176280,0
random,27,17,0.157774,7373,172670,0
random,27,18,0.166199,7232,169771,0
random,27,19,0.174538,7149,168850,0
random,27,20,0.182793,6733,165376,0
random,27,21,0.191048,6632,162174,0
random,27,22,0.199217,6506,159600,0
random,27,23,0.207302,6402,155400,0
random,27,24,0.215301,6289,153174,0
random,27,25,0.223215,6208,151320,0
random,27,26,0.231044,6059,146432,0
random,27,27,0.238788,5915,143764,0
random,27,28,0.246447,5828,142186,0
random,27,29,0.254021,5726,138000,0
random,27,30,0.26151,5624,135681,0
random,27,31,0.268913,5563,133552,0
random,27,32,0.276232,5445,130248,0
random,27,33,0.28355,5344,128260,0
random,27,34,0.290784,5136,125451,0
random,27,35,0.297932,4998,122808,0
random,27,36,0.304995,4894,119380,0
random,27,37,0.311973,4831,117645,0
random,27,38,0.318866,4791,115962,0
random,27,39,0.32576,4662,114291,0
random,27,40,0.332567,4564,112632,0
random,27,41,0.33929,4436,109626,0
random,27,42,0.345928,4379,107245,0
random,27,43,0.352481,4281,105399,0
random,27,44,0.359033,4167,102695,0
random,27,45,0.365501,4099,100889,1
random,27,46,0.371883,4038,98012,0
random,27,47,0.378181,3979,94950,0
random,27,48,0.384478,3838,92599,2
random,27,49,0.39069,3758,90470,0
random,27,50,0.396817,3621,88182,0
random,27,51,0.402859,3580,86708,0
random,27,52,0.408901,3527,86708,0
random,27,53,0.414858,3424,84840,0
random,27,54,0.42073,3328,82992,0
random,27,55,0.426602,3272,80546,0
random,27,56,0.432389,3210,78948,0
random,27,57,0.43809,3167,77749,0
random,27,58,0.443792,3126,77546,0
random,27,59,0.449409,3019,75800,0
random,27,60,0.45494,2942,74269,0
random,27,61,0.460471,2865,71410,0
random,27,62,0.465918,2820,70097,0
random,27,63,0.471279,2778,69350,0
random,27,64,0.47664,2730,66774,0
random,27,65,0.481916,2674,65148,0
random,27,66,0.487107,2645,64064,1
random,27,67,0.492299,2621,63169,0
random,27,68,0.497404,2574,61920,0
random,27,69,0.50251,2521,60502,0
random,28,0,0,10647,237405,
random,28,1,0.0100417,10413,229332,0
random,28,2,0.0199983,10189,221616,0
random,28,3,0.0298698,9977,217299,0
random,28,4,0.0395711,9806,215040,0
random,28,5,0.0491873,9573,213060,0
random,28,6,0.0587184,9502,210045,0
random,28,7,0.0681644,9303,203940,0
random,28,8,0.0775253,9143,201720,0
random,28,9,0.0868011,8921,197030,0
random,28,10,0.0959918,8812,194205,0
random,28,11,0.105097,8357,190200,0
random,28,12,0.114118,8197,187110,0
random,28,13,0.123053,8109,184275,0
random,28,14,0.131904,7907,179529,0
random,28,15,0.140669,7752,176256,0
random,28,16,0.149264,7597,174496,0
random,28,17,0.157774,7470,172368,0
random,28,18,0.166199,7299,169463,0
random,28,19,0.174538,7174,165390,0
random,28,20,0.182793,6850,158340,0
random,28,21,0.191048,6698,155584,0
random,28,22,0.199217,6569,152792,0
random,28,23,0.207302,6449,148960,0
random,28,24,0.215301,6282,145979,0
random,28,25,0.223215,6230,143520,0
random,28,26,0.231044,6126,141900,0
random,28,27,0.238788,6071,139740,0
random,28,28,0.246447,5905,136042,0
random,28,29,0.254021,5785,132468,0
random,28,30,0.26151,5677,130645,0
random,28,31,0.268913,5559,128344,0
random,28,32,0.276232,5489,127292,0
random,28,33,0.28355,5359,123760,0
random,28,34,0.290784,5244,121989,0
random,28,35,0.297932,5111,120486,0
random,28,36,0.304995,5024,118477,0
random,28,37,0.311973,4859,114660,0
random,28,38,0.318866,4818,113703,0
random,28,39,0.32576,4728,111750,0
random,28,40,0.332567,4631,107692,0
random,28,41,0.33929,4478,105595,0
random,28,42,0.345928,4346,102907,0
random,28,43,0.352481,4259,101280,0
random,28,44,0.359033,4144,99902,0
random,28,45,0.365501,4095,99424,0
random,28,46,0.371883,4049,98056,0
random,28,47,0.378181,3953,96288,0
random,28,48,0.384478,3892,94132,0
random,28,49,0.39069,3843,92967,0
random,28,50,0.396817,3793,91872,0
random,28,51,0.402859,3748,91408,0
random,28,52,0.408901,3673,88757,0
random,28,53,0.414858,3626,87462,1
random,28,54,0.42073,3428,85470,0
random,28,55,0.426602,3363,83658,0
random,28,56,0.432389,3306,82460,0
random,28,57,0.43809,3227,80410,2
random,28,58,0.443792,3172,77648,0
random,28,59,0.449409,3075,74415,0
random,28,60,0.45494,2969,72518,0
random,28,61,0.460471,2917,71200,0
random,28,62,0.465918,2867,69849,0
random,28,63,0.471279,2682,67860,0
random,28,64,0.47664,2600,66930,0
random,28,65,0.481916,2502,65280,0
random,28,66,0.487107,2471,64176,0
random,28,67,0.492299,2334,62084,0
random,28,68,0.497404,2276,61380,0
random,28,69,0.50251,2230,60680,0
random,29,0,0,10647,237405,
random,29,1,0.0100417,10459,233286,0
random,29,2,0.0199983,10241,227244,0
random,29,3,0.0298698,10055,224250,0
random,29,4,0.0395711,9865,218922,0
random,29,5,0.0491873,9632,211122,0
random,29,6,0.0587184,9517,208828,0
random,29,7,0.0681644,9360,205984,0
random,29,8,0.0775253,9174,201825,1
random,29,9,0.0868011,8973,197999,0
random,29,10,0.0959918,8811,193633,0
random,29,11,0.105097,8684,189916,0
random,29,12,0.114118,8509,185690,0
random,29,13,0.123053,8356,182028,0
random,29,14,0.131904,8081,178448,0
random,29,15,0.140669,7935,174858,0
random,29,16,0.149264,7806,171925,0
random,29,17,0.157774,7581,166424,0
random,29,18,0.166199,7482,162707,0
random,29,19,0.174538,7263,157914,0
random,29,20,0.182793,7055,155393,0
random,29,21,0.191048,6933,152344,0
random,29,22,0.199217,6831,149325,0
random,29,23,0.207302,6653,145527,0
random,29,24,0.215301,6586,144180,0
random,29,25,0.223215,6374,140980,0
random,29,26,0.231044,6219,138069,0
random,29,27,0.238788,6082,134421,0
random,29,28,0.246447,5998,131584,0
random,29,29,0.254021,5905,130048,0
random,29,30,0.26151,5839,128018,0
random,29,31,0.268913,5712,127008,0
random,29,32,0.276232,5622,124998,0
random,29,33,0.28355,5524,122264,0
random,29,34,0.290784,5348,119315,0
random,29,35,0.297932,5237,117612,0
random,29,36,0.304995,5172,116640,0
random,29,37,0.311973,5092,114475,0
random,29,38,0.318866,5016,113280,0
random,29,39,0.32576,4917,112098,0
random,29,40,0.332567,4793,109512,0
random,29,41,0.33929,4729,107413,0
random,29,42,0.345928,4632,105798,0
random,29,43,0.352481,4548,103512,0
random,29,44,0.359033,4443,100125,0
random,29,45,0.365501,4284,98124,0
random,29,46,0.371883,4197,96135,0
random,29,47,0.378181,4128,93732,0
random,29,48,0.384478,4030,92432,0
random,29,49,0.39069,3916,89040,0
random,29,50,0.396817,3826,88192,0
random,29,51,0.402859,3764,87980,1
random,29,52,0.408901,3645,85072,0
random,29,53,0.414858,3579,82215,0
random,29,54,0.42073,3524,79998,0
random,29,55,0.426602,3454,78606,0
random,29,56,0.432389,3408,77028,0
random,29,57,0.43809,3295,74480,0
random,29,58,0.443792,3207,72930,0
random,29,59,0.449409,3145,72556,0
random,29,60,0.45494,2991,69906,0
random,29,61,0.460471,2963,69342,0
random,29,62,0.465918,2922,68250,0
random,29,63,0.471279,2863,66588,0
random,29,64,0.47664,2815,64614,0
random,29,65,0.481916,2741,63543,0
random,29,66,0.487107,2674,62300,0
random,29,67,0.492299,2613,60896,0
random,29,68,0.497404,2565,59330,0
random,29,69,0.50251,2499,58812,0
